event_id,seat_code,category,category_name,row_label,seat_number,section,price_idr,color_hex,pos_x,pos_y
1,P1-077,FLOOR,"Purple Floor Standing (P1–P2)",P1,77,"Purple Floor Standing",3200000,#7C3AED,340,66
1,P1-078,FLOOR,"Purple Floor Standing (P1–P2)",P1,78,"Purple Floor Standing",3200000,#7C3AED,360,66
1,P1-079,FLOOR,"Purple Floor Standing (P1–P2)",P1,79,"Purple Floor Standing",3200000,#7C3AED,380,66
1,P1-080,FLOOR,"Purple Floor Standing (P1–P2)",P1,80,"Purple Floor Standing",3200000,#7C3AED,0,66
1,P2-081,FLOOR,"Purple Floor Standing (P1–P2)",P2,81,"Purple Floor Standing",3200000,#7C3AED,20,88
1,P2-082,FLOOR,"Purple Floor Standing (P1–P2)",P2,82,"Purple Floor Standing",3200000,#7C3AED,40,88
1,P2-083,FLOOR,"Purple Floor Standing (P1–P2)",P2,83,"Purple Floor Standing",3200000,#7C3AED,60,88
1,P2-084,FLOOR,"Purple Floor Standing (P1–P2)",P2,84,"Purple Floor Standing",3200000,#7C3AED,80,88
1,P2-085,FLOOR,"Purple Floor Standing (P1–P2)",P2,85,"Purple Floor Standing",3200000,#7C3AED,100,88
1,P2-086,FLOOR,"Purple Floor Standing (P1–P2)",P2,86,"Purple Floor Standing",3200000,#7C3AED,120,88
1,P2-087,FLOOR,"Purple Floor Standing (P1–P2)",P2,87,"Purple Floor Standing",3200000,#7C3AED,140,88
1,P2-088,FLOOR,"Purple Floor Standing (P1–P2)",P2,88,"Purple Floor Standing",3200000,#7C3AED,160,88
1,P2-089,FLOOR,"Purple Floor Standing (P1–P2)",P2,89,"Purple Floor Standing",3200000,#7C3AED,180,88
1,P2-090,FLOOR,"Purple Floor Standing (P1–P2)",P2,90,"Purple Floor Standing",3200000,#7C3AED,200,88
1,P2-091,FLOOR,"Purple Floor Standing (P1–P2)",P2,91,"Purple Floor Standing",3200000,#7C3AED,220,88
1,P2-092,FLOOR,"Purple Floor Standing (P1–P2)",P2,92,"Purple Floor Standing",3200000,#7C3AED,240,88
1,P2-093,FLOOR,"Purple Floor Standing (P1–P2)",P2,93,"Purple Floor Standing",3200000,#7C3AED,260,88
1,P2-094,FLOOR,"Purple Floor Standing (P1–P2)",P2,94,"Purple Floor Standing",3200000,#7C3AED,280,88
1,P2-095,FLOOR,"Purple Floor Standing (P1–P2)",P2,95,"Purple Floor Standing",3200000,#7C3AED,300,88
1,P2-096,FLOOR,"Purple Floor Standing (P1–P2)",P2,96,"Purple Floor Standing",3200000,#7C3AED,320,88
1,P2-097,FLOOR,"Purple Floor Standing (P1–P2)",P2,97,"Purple Floor Standing",3200000,#7C3AED,340,88
1,P2-098,FLOOR,"Purple Floor Standing (P1–P2)",P2,98,"Purple Floor Standing",3200000,#7C3AED,360,88
1,P2-099,FLOOR,"Purple Floor Standing (P1–P2)",P2,99,"Purple Floor Standing",3200000,#7C3AED,380,88
1,P2-100,FLOOR,"Purple Floor Standing (P1–P2)",P2,100,"Purple Floor Standing",3200000,#7C3AED,0,88
1,P2-101,FLOOR,"Purple Floor Standing (P1–P2)",P2,101,"Purple Floor Standing",3200000,#7C3AED,20,110
1,P2-102,FLOOR,"Purple Floor Standing (P1–P2)",P2,102,"Purple Floor Standing",3200000,#7C3AED,40,110
1,P2-103,FLOOR,"Purple Floor Standing (P1–P2)",P2,103,"Purple Floor Standing",3200000,#7C3AED,60,110
1,P2-104,FLOOR,"Purple Floor Standing (P1–P2)",P2,104,"Purple Floor Standing",3200000,#7C3AED,80,110
1,P2-105,FLOOR,"Purple Floor Standing (P1–P2)",P2,105,"Purple Floor Standing",3200000,#7C3AED,100,110
1,P2-106,FLOOR,"Purple Floor Standing (P1–P2)",P2,106,"Purple Floor Standing",3200000,#7C3AED,120,110
1,P2-107,FLOOR,"Purple Floor Standing (P1–P2)",P2,107,"Purple Floor Standing",3200000,#7C3AED,140,110
1,P2-108,FLOOR,"Purple Floor Standing (P1–P2)",P2,108,"Purple Floor Standing",3200000,#7C3AED,160,110
1,P2-109,FLOOR,"Purple Floor Standing (P1–P2)",P2,109,"Purple Floor Standing",3200000,#7C3AED,180,110
1,P2-110,FLOOR,"Purple Floor Standing (P1–P2)",P2,110,"Purple Floor Standing",3200000,#7C3AED,200,110
1,P2-111,FLOOR,"Purple Floor Standing (P1–P2)",P2,111,"Purple Floor Standing",3200000,#7C3AED,220,110
1,P2-112,FLOOR,"Purple Floor Standing (P1–P2)",P2,112,"Purple Floor Standing",3200000,#7C3AED,240,110
1,P2-113,FLOOR,"Purple Floor Standing (P1–P2)",P2,113,"Purple Floor Standing",3200000,#7C3AED,260,110
1,P2-114,FLOOR,"Purple Floor Standing (P1–P2)",P2,114,"Purple Floor Standing",3200000,#7C3AED,280,110
1,P2-115,FLOOR,"Purple Floor Standing (P1–P2)",P2,115,"Purple Floor Standing",3200000,#7C3AED,300,110
1,P2-116,FLOOR,"Purple Floor Standing (P1–P2)",P2,116,"Purple Floor Standing",3200000,#7C3AED,320,110
1,P2-117,FLOOR,"Purple Floor Standing (P1–P2)",P2,117,"Purple Floor Standing",3200000,#7C3AED,340,110
1,P2-118,FLOOR,"Purple Floor Standing (P1–P2)",P2,118,"Purple Floor Standing",3200000,#7C3AED,360,110
1,P2-119,FLOOR,"Purple Floor Standing (P1–P2)",P2,119,"Purple Floor Standing",3200000,#7C3AED,380,110
1,P2-120,FLOOR,"Purple Floor Standing (P1–P2)",P2,120,"Purple Floor Standing",3200000,#7C3AED,0,110
1,P2-121,FLOOR,"Purple Floor Standing (P1–P2)",P2,121,"Purple Floor Standing",3200000,#7C3AED,20,132
1,P2-122,FLOOR,"Purple Floor Standing (P1–P2)",P2,122,"Purple Floor Standing",3200000,#7C3AED,40,132
1,P2-123,FLOOR,"Purple Floor Standing (P1–P2)",P2,123,"Purple Floor Standing",3200000,#7C3AED,60,132
1,P2-124,FLOOR,"Purple Floor Standing (P1–P2)",P2,124,"Purple Floor Standing",3200000,#7C3AED,80,132
1,P2-125,FLOOR,"Purple Floor Standing (P1–P2)",P2,125,"Purple Floor Standing",3200000,#7C3AED,100,132
1,P2-126,FLOOR,"Purple Floor Standing (P1–P2)",P2,126,"Purple Floor Standing",3200000,#7C3AED,120,132
1,P2-127,FLOOR,"Purple Floor Standing (P1–P2)",P2,127,"Purple Floor Standing",3200000,#7C3AED,140,132
1,P2-128,FLOOR,"Purple Floor Standing (P1–P2)",P2,128,"Purple Floor Standing",3200000,#7C3AED,160,132
1,P2-129,FLOOR,"Purple Floor Standing (P1–P2)",P2,129,"Purple Floor Standing",3200000,#7C3AED,180,132
1,P2-130,FLOOR,"Purple Floor Standing (P1–P2)",P2,130,"Purple Floor Standing",3200000,#7C3AED,200,132
1,P2-131,FLOOR,"Purple Floor Standing (P1–P2)",P2,131,"Purple Floor Standing",3200000,#7C3AED,220,132
1,P2-132,FLOOR,"Purple Floor Standing (P1–P2)",P2,132,"Purple Floor Standing",3200000,#7C3AED,240,132
1,P2-133,FLOOR,"Purple Floor Standing (P1–P2)",P2,133,"Purple Floor Standing",3200000,#7C3AED,260,132
1,P2-134,FLOOR,"Purple Floor Standing (P1–P2)",P2,134,"Purple Floor Standing",3200000,#7C3AED,280,132
1,P2-135,FLOOR,"Purple Floor Standing (P1–P2)",P2,135,"Purple Floor Standing",3200000,#7C3AED,300,132
1,P2-136,FLOOR,"Purple Floor Standing (P1–P2)",P2,136,"Purple Floor Standing",3200000,#7C3AED,320,132
1,P2-137,FLOOR,"Purple Floor Standing (P1–P2)",P2,137,"Purple Floor Standing",3200000,#7C3AED,340,132
1,P2-138,FLOOR,"Purple Floor Standing (P1–P2)",P2,138,"Purple Floor Standing",3200000,#7C3AED,360,132
1,P2-139,FLOOR,"Purple Floor Standing (P1–P2)",P2,139,"Purple Floor Standing",3200000,#7C3AED,380,132
1,P2-140,FLOOR,"Purple Floor Standing (P1–P2)",P2,140,"Purple Floor Standing",3200000,#7C3AED,0,132
1,P2-141,FLOOR,"Purple Floor Standing (P1–P2)",P2,141,"Purple Floor Standing",3200000,#7C3AED,20,154
1,P2-142,FLOOR,"Purple Floor Standing (P1–P2)",P2,142,"Purple Floor Standing",3200000,#7C3AED,40,154
1,P2-143,FLOOR,"Purple Floor Standing (P1–P2)",P2,143,"Purple Floor Standing",3200000,#7C3AED,60,154
1,P2-144,FLOOR,"Purple Floor Standing (P1–P2)",P2,144,"Purple Floor Standing",3200000,#7C3AED,80,154
1,P2-145,FLOOR,"Purple Floor Standing (P1–P2)",P2,145,"Purple Floor Standing",3200000,#7C3AED,100,154
1,P2-146,FLOOR,"Purple Floor Standing (P1–P2)",P2,146,"Purple Floor Standing",3200000,#7C3AED,120,154
1,P2-147,FLOOR,"Purple Floor Standing (P1–P2)",P2,147,"Purple Floor Standing",3200000,#7C3AED,140,154
1,P2-148,FLOOR,"Purple Floor Standing (P1–P2)",P2,148,"Purple Floor Standing",3200000,#7C3AED,160,154
1,P2-149,FLOOR,"Purple Floor Standing (P1–P2)",P2,149,"Purple Floor Standing",3200000,#7C3AED,180,154
1,P2-150,FLOOR,"Purple Floor Standing (P1–P2)",P2,150,"Purple Floor Standing",3200000,#7C3AED,200,154
1,P2-151,FLOOR,"Purple Floor Standing (P1–P2)",P2,151,"Purple Floor Standing",3200000,#7C3AED,220,154
1,P2-152,FLOOR,"Purple Floor Standing (P1–P2)",P2,152,"Purple Floor Standing",3200000,#7C3AED,240,154
1,P2-153,FLOOR,"Purple Floor Standing (P1–P2)",P2,153,"Purple Floor Standing",3200000,#7C3AED,260,154
1,P2-154,FLOOR,"Purple Floor Standing (P1–P2)",P2,154,"Purple Floor Standing",3200000,#7C3AED,280,154
1,P2-155,FLOOR,"Purple Floor Standing (P1–P2)",P2,155,"Purple Floor Standing",3200000,#7C3AED,300,154
1,P2-156,FLOOR,"Purple Floor Standing (P1–P2)",P2,156,"Purple Floor Standing",3200000,#7C3AED,320,154
1,P2-157,FLOOR,"Purple Floor Standing (P1–P2)",P2,157,"Purple Floor Standing",3200000,#7C3AED,340,154
1,P2-158,FLOOR,"Purple Floor Standing (P1–P2)",P2,158,"Purple Floor Standing",3200000,#7C3AED,360,154
1,P2-159,FLOOR,"Purple Floor Standing (P1–P2)",P2,159,"Purple Floor Standing",3200000,#7C3AED,380,154
1,P2-160,FLOOR,"Purple Floor Standing (P1–P2)",P2,160,"Purple Floor Standing",3200000,#7C3AED,0,154
1,O1-01,ORANGE,"Orange Seat — Lower Bowl",O1,1,"Orange Lower Bowl",2500000,#F97316,18,0
1,O1-02,ORANGE,"Orange Seat — Lower Bowl",O1,2,"Orange Lower Bowl",2500000,#F97316,36,0
1,O1-03,ORANGE,"Orange Seat — Lower Bowl",O1,3,"Orange Lower Bowl",2500000,#F97316,54,0
1,O1-04,ORANGE,"Orange Seat — Lower Bowl",O1,4,"Orange Lower Bowl",2500000,#F97316,72,0
1,O1-05,ORANGE,"Orange Seat — Lower Bowl",O1,5,"Orange Lower Bowl",2500000,#F97316,90,0
1,O1-06,ORANGE,"Orange Seat — Lower Bowl",O1,6,"Orange Lower Bowl",2500000,#F97316,108,0
1,O1-07,ORANGE,"Orange Seat — Lower Bowl",O1,7,"Orange Lower Bowl",2500000,#F97316,126,0
1,O1-08,ORANGE,"Orange Seat — Lower Bowl",O1,8,"Orange Lower Bowl",2500000,#F97316,144,0
1,O1-09,ORANGE,"Orange Seat — Lower Bowl",O1,9,"Orange Lower Bowl",2500000,#F97316,162,0
1,O1-10,ORANGE,"Orange Seat — Lower Bowl",O1,10,"Orange Lower Bowl",2500000,#F97316,180,0
1,O1-11,ORANGE,"Orange Seat — Lower Bowl",O1,11,"Orange Lower Bowl",2500000,#F97316,198,0
1,O1-12,ORANGE,"Orange Seat — Lower Bowl",O1,12,"Orange Lower Bowl",2500000,#F97316,216,0
1,O1-13,ORANGE,"Orange Seat — Lower Bowl",O1,13,"Orange Lower Bowl",2500000,#F97316,234,0
1,O1-14,ORANGE,"Orange Seat — Lower Bowl",O1,14,"Orange Lower Bowl",2500000,#F97316,252,0
1,O1-15,ORANGE,"Orange Seat — Lower Bowl",O1,15,"Orange Lower Bowl",2500000,#F97316,270,0
1,O1-16,ORANGE,"Orange Seat — Lower Bowl",O1,16,"Orange Lower Bowl",2500000,#F97316,288,0
1,O1-17,ORANGE,"Orange Seat — Lower Bowl",O1,17,"Orange Lower Bowl",2500000,#F97316,306,0
1,O1-18,ORANGE,"Orange Seat — Lower Bowl",O1,18,"Orange Lower Bowl",2500000,#F97316,324,0
